f1,i,query time (s),train time (s)
0.9391304347826087,0,0.0007121562957763672,0.03475189208984375
0.9409190371991247,1,0.03555703163146973,0.027057170867919922
0.9388646288209607,2,0.014295101165771484,0.022153377532958984
0.9409190371991247,3,0.014837265014648438,0.03209185600280762
0.9409190371991247,4,0.01505589485168457,0.026489734649658203
0.9409190371991247,5,0.019131898880004883,0.030218124389648438
0.9344978165938865,6,0.01606893539428711,0.031746864318847656
0.9409190371991247,7,0.014785051345825195,0.02632284164428711
0.945054945054945,8,0.015366077423095703,0.031151771545410156
0.9304347826086957,9,0.015374183654785156,0.02565908432006836
0.9370932754880694,10,0.01503300666809082,0.025658845901489258
0.9432314410480349,11,0.015769243240356445,0.02804708480834961
0.9432314410480349,12,0.01585102081298828,0.024336814880371094
0.9432314410480349,13,0.014688968658447266,0.027465343475341797
0.9448123620309051,14,0.014251947402954102,0.022945880889892578
0.9492273730684326,15,0.01437687873840332,0.03128409385681152
0.9191489361702128,16,0.014945030212402344,0.025229215621948242
0.9427312775330396,17,0.01719975471496582,0.0381009578704834
0.9406593406593406,18,0.01837897300720215,0.032514095306396484
0.9388646288209607,19,0.018082857131958008,0.031481027603149414
0.9469026548672567,20,0.014162063598632812,0.02447795867919922
0.9324618736383442,21,0.015257835388183594,0.030219078063964844
0.9287257019438445,22,0.015411138534545898,0.027314186096191406
0.9448123620309051,23,0.01476597785949707,0.024140119552612305
0.9471365638766519,24,0.017743825912475586,0.03551220893859863
0.9471365638766519,25,0.01563119888305664,0.026542186737060547
0.9347826086956522,26,0.014487028121948242,0.026179075241088867
0.9310344827586207,27,0.016089200973510742,0.028553247451782227
0.935064935064935,28,0.016128063201904297,0.024204015731811523
0.9411764705882354,29,0.014413833618164062,0.02774786949157715
0.9432314410480349,30,0.014904975891113281,0.026205778121948242
0.9327548806941431,31,0.01462101936340332,0.030020952224731445
0.936542669584245,32,0.014306068420410156,0.02902388572692871
0.9079497907949791,33,0.014740943908691406,0.02447199821472168
0.9471365638766519,34,0.014962196350097656,0.026026010513305664
0.9409190371991247,35,0.014687061309814453,0.023752212524414062
0.9133192389006343,36,0.014563798904418945,0.024789810180664062
0.9492273730684326,37,0.015822172164916992,0.0271608829498291
0.9432314410480349,38,0.015332937240600586,0.02559375762939453
0.9368191721132897,39,0.014349937438964844,0.03150367736816406
0.9388646288209607,40,0.014374971389770508,0.024532794952392578
0.9370932754880694,41,0.015360116958618164,0.03041219711303711
0.9471365638766519,42,0.015046834945678711,0.026049137115478516
0.9432314410480349,43,0.015346050262451172,0.03127098083496094
0.9211087420042644,44,0.015098094940185547,0.02805304527282715
0.923076923076923,45,0.015131950378417969,0.029838085174560547
0.9427312775330396,46,0.015173196792602539,0.02646613121032715
0.9429824561403509,47,0.01522684097290039,0.02757096290588379
0.9409190371991247,48,0.01454472541809082,0.0298919677734375
0.9411764705882354,49,0.014559030532836914,0.027662038803100586
0.9427312775330396,50,0.014184951782226562,0.027806997299194336
0.9432314410480349,51,0.014661788940429688,0.026190757751464844
0.9388646288209607,52,0.015608072280883789,0.026276826858520508
0.9473684210526316,53,0.014309883117675781,0.03154921531677246
0.9267241379310346,54,0.015318155288696289,0.03196096420288086
0.9471365638766519,55,0.015376806259155273,0.025948047637939453
0.9083333333333334,56,0.014619112014770508,0.0317080020904541
0.9388646288209607,57,0.01597309112548828,0.0290069580078125
0.9427312775330396,58,0.014309883117675781,0.02803826332092285
0.906054279749478,59,0.015461921691894531,0.03340911865234375
0.9406593406593406,60,0.015391111373901367,0.025960922241210938
0.9385964912280702,61,0.0220029354095459,0.03221893310546875
