initial_FN,initial_FP,initial_average precision,initial_f1,initial_precision,initial_recall,initial_roc auc,label,learner,query time (s),sample_100_FN,sample_100_FP,sample_100_average precision,sample_100_f1,sample_100_precision,sample_100_recall,sample_100_roc auc,sample_10_FN,sample_10_FP,sample_10_average precision,sample_10_f1,sample_10_precision,sample_10_recall,sample_10_roc auc,sample_1_FN,sample_1_FP,sample_1_average precision,sample_1_f1,sample_1_precision,sample_1_recall,sample_1_roc auc,sample_25_FN,sample_25_FP,sample_25_average precision,sample_25_f1,sample_25_precision,sample_25_recall,sample_25_roc auc,sample_50_FN,sample_50_FP,sample_50_average precision,sample_50_f1,sample_50_precision,sample_50_recall,sample_50_roc auc,sampling strategy,train time (s)
21,2,0.941509562358529,0.8756756756756757,0.9759036144578314,0.7941176470588235,0.9848693280766254,warezclient.,RandomForestClassifier,0.10544300079345703,5,0,0.9774288819407924,0.9748743718592965,1.0,0.9509803921568627,0.9996346708913828,7,1,0.9644113985342788,0.9595959595959597,0.9895833333333334,0.9313725490196079,0.9944994033797729,17,2,0.9502952992133584,0.8994708994708996,0.9770114942528736,0.8333333333333334,0.994624371130031,7,2,0.9640043666781672,0.9547738693467337,0.979381443298969,0.9313725490196079,0.9992113930276058,5,1,0.9716082775939252,0.9700000000000001,0.9897959183673469,0.9509803921568627,0.9994996250967493,entropy_sampling,0.10954689979553223
21,2,0.941509562358529,0.8756756756756757,0.9759036144578314,0.7941176470588235,0.9848693280766254,warezclient.,RandomForestClassifier,0.1088252067565918,5,0,0.9774288819407924,0.9748743718592965,1.0,0.9509803921568627,0.9996346708913828,7,1,0.9644113985342788,0.9595959595959597,0.9895833333333334,0.9313725490196079,0.9944994033797729,17,2,0.9502952992133584,0.8994708994708996,0.9770114942528736,0.8333333333333334,0.994624371130031,7,2,0.9640043666781672,0.9547738693467337,0.979381443298969,0.9313725490196079,0.9992113930276058,5,1,0.9716082775939252,0.9700000000000001,0.9897959183673469,0.9509803921568627,0.9994996250967493,uncertainty_sampling,0.1059107780456543
20,22,0.8192958763659584,0.7961165048543688,0.7884615384615384,0.803921568627451,0.9208031999806501,warezclient.,LogisticRegression,0.0008471012115478516,17,26,0.7913385807128538,0.7981220657276996,0.7657657657657657,0.8333333333333334,0.9206011351909185,18,13,0.817286766362342,0.8442211055276382,0.865979381443299,0.8235294117647058,0.9209689838106295,17,9,0.7886704606752944,0.8673469387755102,0.9042553191489362,0.8333333333333334,0.9227779927760579,16,10,0.8211409029294738,0.8686868686868686,0.8958333333333334,0.8431372549019608,0.9234083744517544,16,16,0.7735378231870528,0.8431372549019607,0.8431372549019608,0.8431372549019608,0.9223002934726522,random_sampling,0.03375506401062012
20,22,0.8192958763659584,0.7961165048543688,0.7884615384615384,0.803921568627451,0.9208031999806501,warezclient.,LogisticRegression,0.0007429122924804688,15,2,0.8698275596447281,0.9109947643979056,0.9775280898876404,0.8529411764705882,0.9470822045923633,15,7,0.8570065020086138,0.8877551020408163,0.925531914893617,0.8529411764705882,0.9501338364293086,16,11,0.8210686532424254,0.864321608040201,0.8865979381443299,0.8431372549019608,0.9237207938273995,15,7,0.874303435012701,0.8877551020408163,0.925531914893617,0.8529411764705882,0.9261873951883384,15,3,0.8685478071449215,0.90625,0.9666666666666667,0.8529411764705882,0.9304630055147058,entropy_sampling,0.03931593894958496
20,22,0.8192958763659584,0.7961165048543688,0.7884615384615384,0.803921568627451,0.9208031999806501,warezclient.,LogisticRegression,0.0006608963012695312,15,2,0.8698275596447281,0.9109947643979056,0.9775280898876404,0.8529411764705882,0.9470822045923633,15,7,0.8570065020086138,0.8877551020408163,0.925531914893617,0.8529411764705882,0.9501338364293086,16,11,0.8210686532424254,0.864321608040201,0.8865979381443299,0.8431372549019608,0.9237207938273995,15,7,0.874303435012701,0.8877551020408163,0.925531914893617,0.8529411764705882,0.9261873951883384,15,3,0.8685478071449215,0.90625,0.9666666666666667,0.8529411764705882,0.9304630055147058,uncertainty_sampling,0.027100801467895508
7,0,1.0,0.962962962962963,1.0,0.9285714285714286,1.0,teardrop.,RandomForestClassifier,0.10515904426574707,4,1,0.9987284227885731,0.9740932642487047,0.9894736842105263,0.9591836734693877,0.9999916084854995,7,0,1.0,0.962962962962963,1.0,0.9285714285714286,1.0,7,0,1.0,0.962962962962963,1.0,0.9285714285714286,1.0,11,0,0.9996907854050711,0.9405405405405405,1.0,0.8877551020408163,0.9999984265910311,3,0,0.9996907854050712,0.9844559585492229,1.0,0.9693877551020408,0.9999984265910311,random_sampling,0.11003518104553223
7,0,1.0,0.962962962962963,1.0,0.9285714285714286,1.0,teardrop.,RandomForestClassifier,0.10646486282348633,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,4,0,1.0,0.9791666666666666,1.0,0.9591836734693877,1.0,3,0,1.0,0.9844559585492229,1.0,0.9693877551020408,1.0,0,0,1.0,1.0,1.0,1.0,1.0,entropy_sampling,0.11004495620727539
7,0,1.0,0.962962962962963,1.0,0.9285714285714286,1.0,teardrop.,RandomForestClassifier,0.1043698787689209,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,4,0,1.0,0.9791666666666666,1.0,0.9591836734693877,1.0,3,0,1.0,0.9844559585492229,1.0,0.9693877551020408,1.0,0,0,1.0,1.0,1.0,1.0,1.0,uncertainty_sampling,0.10605597496032715
14,3,0.9714299391944923,0.908108108108108,0.9655172413793104,0.8571428571428571,0.9995751795784104,teardrop.,LogisticRegression,0.0009789466857910156,13,4,0.9730458150276368,0.9090909090909092,0.9550561797752809,0.8673469387755102,0.9996339201799141,12,3,0.977823984235618,0.9197860962566844,0.9662921348314607,0.8775510204081632,0.9997157374462943,14,4,0.9639019273624116,0.9032258064516128,0.9545454545454546,0.8571428571428571,0.9994639920112781,16,6,0.9532663726614272,0.8817204301075268,0.9318181818181818,0.8367346938775511,0.9993181894468315,12,7,0.9451917052736937,0.900523560209424,0.9247311827956989,0.8775510204081632,0.9994188876208379,random_sampling,0.045063018798828125
14,3,0.9714299391944923,0.908108108108108,0.9655172413793104,0.8571428571428571,0.9995751795784104,teardrop.,LogisticRegression,0.0009851455688476562,0,0,1.0,1.0,1.0,1.0,1.0,2,0,1.0,0.9896907216494846,1.0,0.9795918367346939,1.0,10,3,0.9793028754565578,0.9312169312169313,0.967032967032967,0.8979591836734694,0.999687416084855,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,entropy_sampling,0.03047490119934082
14,3,0.9714299391944923,0.908108108108108,0.9655172413793104,0.8571428571428571,0.9995751795784104,teardrop.,LogisticRegression,0.0008609294891357422,0,0,1.0,1.0,1.0,1.0,1.0,2,0,1.0,0.9896907216494846,1.0,0.9795918367346939,1.0,10,3,0.9793028754565578,0.9312169312169313,0.967032967032967,0.8979591836734694,0.999687416084855,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,uncertainty_sampling,0.021837711334228516
7,0,0.961640973071009,0.8444444444444443,1.0,0.7307692307692307,0.9806921416542138,pod.,RandomForestClassifier,0.10401296615600586,16,0,0.961640973071009,0.5555555555555556,1.0,0.38461538461538464,0.9807553942614073,7,0,0.961640973071009,0.8444444444444443,1.0,0.7307692307692307,0.9806921416542138,7,0,0.961640973071009,0.8444444444444443,1.0,0.7307692307692307,0.9806921416542138,16,0,0.961640973071009,0.5555555555555556,1.0,0.38461538461538464,0.9807553942614073,16,0,0.961640973071009,0.5555555555555556,1.0,0.38461538461538464,0.9807553942614073,random_sampling,0.11018490791320801
7,0,0.961640973071009,0.8444444444444443,1.0,0.7307692307692307,0.9806921416542138,pod.,RandomForestClassifier,0.1050710678100586,1,0,0.9616409730710089,0.9803921568627451,1.0,0.9615384615384616,0.9807692307692308,1,0,0.9616409730710089,0.9803921568627451,1.0,0.9615384615384616,0.9806960949421635,4,0,0.9616409730710088,0.9166666666666666,1.0,0.8461538461538461,0.9806783051463903,1,0,0.9616409730710089,0.9803921568627451,1.0,0.9615384615384616,0.9806545854186929,1,0,0.9784876140808344,0.9803921568627451,1.0,0.9615384615384616,0.9999347707488317,entropy_sampling,0.1051480770111084
7,0,0.961640973071009,0.8444444444444443,1.0,0.7307692307692307,0.9806921416542138,pod.,RandomForestClassifier,0.10691714286804199,1,0,0.9616409730710089,0.9803921568627451,1.0,0.9615384615384616,0.9807692307692308,1,0,0.9616409730710089,0.9803921568627451,1.0,0.9615384615384616,0.9806960949421635,4,0,0.9616409730710088,0.9166666666666666,1.0,0.8461538461538461,0.9806783051463903,1,0,0.9616409730710089,0.9803921568627451,1.0,0.9615384615384616,0.9806545854186929,1,0,0.9784876140808344,0.9803921568627451,1.0,0.9615384615384616,0.9999347707488317,uncertainty_sampling,0.1073298454284668
8,14,0.2787144829849302,0.6206896551724138,0.5625,0.6923076923076923,0.9628232801220775,pod.,LogisticRegression,0.00078582763671875,8,20,0.2704251578334275,0.5625,0.47368421052631576,0.6923076923076923,0.963459759481961,8,17,0.29264287781593157,0.5901639344262295,0.5142857142857142,0.6923076923076923,0.9609968610893681,8,17,0.29979386320881257,0.5901639344262295,0.5142857142857142,0.6923076923076923,0.9591032361615156,8,17,0.2910157484459318,0.5901639344262295,0.5142857142857142,0.6923076923076923,0.9613052175494359,8,17,0.2873876945650062,0.5901639344262295,0.5142857142857142,0.6923076923076923,0.9620405291080592,random_sampling,0.04092121124267578
8,14,0.2787144829849302,0.6206896551724138,0.5625,0.6923076923076923,0.9628232801220775,pod.,LogisticRegression,0.0008420944213867188,10,31,0.17208106173738824,0.4383561643835616,0.3404255319148936,0.6153846153846154,0.9519991777161065,9,9,0.3572982024896052,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.935944875352831,9,21,0.23900287913926496,0.53125,0.4473684210526316,0.6538461538461539,0.9646931853222325,9,4,0.5282129196620762,0.7234042553191489,0.8095238095238095,0.6538461538461539,0.9344623923717356,8,2,0.5381202649831485,0.7826086956521738,0.9,0.6923076923076923,0.9691287744016698,entropy_sampling,0.02994990348815918
8,14,0.2787144829849302,0.6206896551724138,0.5625,0.6923076923076923,0.9628232801220775,pod.,LogisticRegression,0.0007088184356689453,10,31,0.17208106173738824,0.4383561643835616,0.3404255319148936,0.6153846153846154,0.9519991777161065,9,9,0.3572982024896052,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.935944875352831,9,21,0.23900287913926496,0.53125,0.4473684210526316,0.6538461538461539,0.9646931853222325,9,4,0.5282129196620762,0.7234042553191489,0.8095238095238095,0.6538461538461539,0.9344623923717356,8,2,0.5381202649831485,0.7826086956521738,0.9,0.6923076923076923,0.9691287744016698,uncertainty_sampling,0.026607036590576172
7,0,0.8264971708587303,0.8205128205128205,1.0,0.6956521739130435,0.9125876001144165,nmap.,RandomForestClassifier,0.10706090927124023,12,0,0.8199754317282955,0.6470588235294118,1.0,0.4782608695652174,0.9127328554061785,7,0,0.8264971708587303,0.8205128205128205,1.0,0.6956521739130435,0.9125876001144165,7,0,0.8264971708587303,0.8205128205128205,1.0,0.6956521739130435,0.9125876001144165,12,0,0.8178015186848171,0.6470588235294118,1.0,0.4782608695652174,0.9127306207093822,12,0,0.8178015186848171,0.6470588235294118,1.0,0.4782608695652174,0.9127306207093822,random_sampling,0.11188578605651855
7,0,0.8264971708587303,0.8205128205128205,1.0,0.6956521739130435,0.9125876001144165,nmap.,RandomForestClassifier,0.10304594039916992,4,0,0.8264971708587302,0.9047619047619047,1.0,0.8260869565217391,0.9127038043478262,4,0,0.8264971708587302,0.9047619047619047,1.0,0.8260869565217391,0.9120780892448512,6,0,0.8264971708587302,0.85,1.0,0.7391304347826086,0.9125876001144165,4,1,0.8221493447717737,0.8837209302325583,0.95,0.8260869565217391,0.9118948441075515,4,0,0.8264971708587302,0.9047619047619047,1.0,0.8260869565217391,0.9126322940503433,entropy_sampling,0.10670590400695801
7,0,0.8264971708587303,0.8205128205128205,1.0,0.6956521739130435,0.9125876001144165,nmap.,RandomForestClassifier,0.10419607162475586,4,0,0.8264971708587302,0.9047619047619047,1.0,0.8260869565217391,0.9127038043478262,4,0,0.8264971708587302,0.9047619047619047,1.0,0.8260869565217391,0.9120780892448512,6,0,0.8264971708587302,0.85,1.0,0.7391304347826086,0.9125876001144165,4,1,0.8221493447717737,0.8837209302325583,0.95,0.8260869565217391,0.9118948441075515,4,0,0.8264971708587302,0.9047619047619047,1.0,0.8260869565217391,0.9126322940503433,uncertainty_sampling,0.10914397239685059
12,15,0.29964377482137594,0.44897959183673475,0.4230769230769231,0.4782608695652174,0.9641197082379862,nmap.,LogisticRegression,0.0006952285766601562,11,13,0.3446460895315051,0.4999999999999999,0.48,0.5217391304347826,0.9642493206521738,12,15,0.3010908164281329,0.44897959183673475,0.4230769230769231,0.4782608695652174,0.9639811570366132,12,16,0.31036393472274887,0.44000000000000006,0.4074074074074074,0.4782608695652174,0.9641197082379863,12,15,0.27153443933834137,0.44897959183673475,0.4230769230769231,0.4782608695652174,0.964289545194508,12,15,0.2809822903501898,0.44897959183673475,0.4230769230769231,0.4782608695652174,0.9657286899313501,random_sampling,0.02549910545349121
12,15,0.29964377482137594,0.44897959183673475,0.4230769230769231,0.4782608695652174,0.9641197082379862,nmap.,LogisticRegression,0.000701904296875,4,0,0.8289177939373902,0.9047619047619047,1.0,0.8260869565217391,0.9767725614988558,9,1,0.6459728629230261,0.7368421052631579,0.9333333333333333,0.6086956521739131,0.967377896167048,12,4,0.486915287660688,0.5789473684210527,0.7333333333333333,0.4782608695652174,0.9680348970251716,4,0,0.8287567013225273,0.9047619047619047,1.0,0.8260869565217391,0.9753468249427917,4,0,0.8286278908463691,0.9047619047619047,1.0,0.8260869565217391,0.9740775171624715,entropy_sampling,0.03421473503112793
12,15,0.29964377482137594,0.44897959183673475,0.4230769230769231,0.4782608695652174,0.9641197082379862,nmap.,LogisticRegression,0.0007500648498535156,4,0,0.8289177939373902,0.9047619047619047,1.0,0.8260869565217391,0.9767725614988558,9,1,0.6459728629230261,0.7368421052631579,0.9333333333333333,0.6086956521739131,0.967377896167048,12,4,0.486915287660688,0.5789473684210527,0.7333333333333333,0.4782608695652174,0.9680348970251716,4,0,0.8287567013225273,0.9047619047619047,1.0,0.8260869565217391,0.9753468249427917,4,0,0.8286278908463691,0.9047619047619047,1.0,0.8260869565217391,0.9740775171624715,uncertainty_sampling,0.028968095779418945
