f1,i,query time (s),train time (s)
0.9435215946843853,0,0.0007507801055908203,0.024693965911865234
0.9504950495049505,1,0.0420222282409668,0.02108287811279297
0.9904761904761905,2,0.017332077026367188,0.019164085388183594
0.978328173374613,3,0.017064809799194336,0.0224912166595459
0.99375,4,0.01819300651550293,0.02657914161682129
0.9968454258675079,5,0.01720595359802246,0.026502132415771484
0.9873417721518988,6,0.01728987693786621,0.023591041564941406
0.9873417721518988,7,0.017215967178344727,0.02434992790222168
1.0,8,0.017373085021972656,0.023064136505126953
0.9842271293375394,9,0.017213106155395508,0.022658109664916992
0.9661538461538461,10,0.019465923309326172,0.02930283546447754
0.9874213836477987,11,0.018153905868530273,0.021567106246948242
0.9905362776025236,12,0.01822686195373535,0.022984027862548828
1.0,13,0.018338680267333984,0.024183988571166992
0.9968454258675079,14,0.01784491539001465,0.026317119598388672
0.9937106918238994,15,0.018832683563232422,0.022567272186279297
0.9968454258675079,16,0.018526792526245117,0.02089715003967285
0.9968454258675079,17,0.01894521713256836,0.02303171157836914
0.9937106918238994,18,0.019369840621948242,0.019731760025024414
0.9968454258675079,19,0.018270015716552734,0.022164344787597656
0.9905956112852665,20,0.0180051326751709,0.024707794189453125
0.984423676012461,21,0.021103858947753906,0.028345823287963867
0.984423676012461,22,0.018110990524291992,0.026998043060302734
0.9905956112852665,23,0.019159793853759766,0.02696681022644043
0.9905956112852665,24,0.017988204956054688,0.029954910278320312
0.9937106918238994,25,0.01812577247619629,0.035076141357421875
0.9905956112852665,26,0.019017934799194336,0.03531312942504883
0.9937106918238994,27,0.020147085189819336,0.029215097427368164
0.9937106918238994,28,0.018829822540283203,0.028825998306274414
0.9905956112852665,29,0.01975703239440918,0.029037952423095703
0.9937106918238994,30,0.019691944122314453,0.034403085708618164
0.9937106918238994,31,0.018580198287963867,0.03263282775878906
0.9937106918238994,32,0.01888108253479004,0.026365041732788086
0.9937106918238994,33,0.01870107650756836,0.04662299156188965
0.9937106918238994,34,0.018839120864868164,0.0273590087890625
0.9905956112852665,35,0.018583059310913086,0.032012939453125
0.9937106918238994,36,0.017982006072998047,0.03305983543395996
0.9937106918238994,37,0.02027297019958496,0.029551982879638672
0.9905956112852665,38,0.018826007843017578,0.03457999229431152
0.9905956112852665,39,0.018403053283691406,0.039895057678222656
0.9905956112852665,40,0.01804804801940918,0.029583215713500977
0.9905956112852665,41,0.017871856689453125,0.0316159725189209
0.9905956112852665,42,0.017697811126708984,0.03327488899230957
0.9905956112852665,43,0.018316030502319336,0.031147003173828125
0.9937106918238994,44,0.018735647201538086,0.027965307235717773
0.9905956112852665,45,0.019279956817626953,0.03177189826965332
0.9905956112852665,46,0.018561124801635742,0.033386945724487305
0.9905956112852665,47,0.01897287368774414,0.03367185592651367
0.9905956112852665,48,0.01811671257019043,0.028767824172973633
0.9905956112852665,49,0.018548965454101562,0.03243899345397949
0.9905956112852665,50,0.01868724822998047,0.03244900703430176
0.9937106918238994,51,0.020002126693725586,0.033071041107177734
0.9905956112852665,52,0.01918506622314453,0.029208660125732422
0.9905956112852665,53,0.017941951751708984,0.03614616394042969
0.9905956112852665,54,0.018383026123046875,0.03043079376220703
0.9905956112852665,55,0.018842220306396484,0.0286710262298584
0.9905956112852665,56,0.018841028213500977,0.0327150821685791
0.9905956112852665,57,0.019031763076782227,0.0312960147857666
0.9905956112852665,58,0.01848006248474121,0.03136110305786133
0.9937106918238994,59,0.021104097366333008,0.03448605537414551
0.9905956112852665,60,0.01954817771911621,0.033982038497924805
0.9905956112852665,61,0.01820230484008789,0.0285489559173584
0.9905956112852665,62,0.01906609535217285,0.03464317321777344
0.9905956112852665,63,0.018228769302368164,0.03129887580871582
0.9905956112852665,64,0.018193721771240234,0.03211212158203125
0.9905956112852665,65,0.021678924560546875,0.03453993797302246
0.9937106918238994,66,0.018042802810668945,0.03067493438720703
0.9905956112852665,67,0.018179655075073242,0.030615806579589844
0.9905956112852665,68,0.018029212951660156,0.032668113708496094
0.9905956112852665,69,0.018213748931884766,0.028729915618896484
0.9905956112852665,70,0.01901102066040039,0.033071041107177734
0.9905956112852665,71,0.018141984939575195,0.03690624237060547
0.9905956112852665,72,0.01881694793701172,0.033783912658691406
0.9905956112852665,73,0.01900005340576172,0.03282570838928223
0.9905956112852665,74,0.019151926040649414,0.03526878356933594
0.9905956112852665,75,0.01895880699157715,0.03150796890258789
0.9905956112852665,76,0.01901698112487793,0.03331613540649414
0.9905956112852665,77,0.018845081329345703,0.03533577919006348
0.9905956112852665,78,0.01864480972290039,0.02935314178466797
0.9905956112852665,79,0.018136978149414062,0.030272960662841797
0.9905956112852665,80,0.018433809280395508,0.03624296188354492
0.9905956112852665,81,0.018548011779785156,0.039130210876464844
0.9905956112852665,82,0.01889514923095703,0.028147220611572266
0.9905956112852665,83,0.01884317398071289,0.027194976806640625
0.9905956112852665,84,0.0192110538482666,0.03385782241821289
0.9905956112852665,85,0.01918792724609375,0.03153204917907715
0.9937106918238994,86,0.018558979034423828,0.03195595741271973
0.9937106918238994,87,0.018465757369995117,0.03893613815307617
0.9937106918238994,88,0.019221782684326172,0.03234982490539551
0.9937106918238994,89,0.018289804458618164,0.03380298614501953
0.9937106918238994,90,0.01849818229675293,0.032546043395996094
0.9937106918238994,91,0.019012928009033203,0.029674053192138672
0.9937106918238994,92,0.01857304573059082,0.039530038833618164
0.9968652037617556,93,0.018255949020385742,0.03035712242126465
0.9937106918238994,94,0.017632007598876953,0.036699771881103516
0.9968454258675079,95,0.0186617374420166,0.03097391128540039
0.9937106918238994,96,0.01842188835144043,0.03503108024597168
0.9968454258675079,97,0.01820683479309082,0.03250479698181152
0.9937106918238994,98,0.018522977828979492,0.030547142028808594
0.9937106918238994,99,0.018185138702392578,0.04026484489440918
0.9937106918238994,100,0.018630027770996094,0.04009079933166504
